a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,mm39,nn40,oo41,pp42,qq43,rr44,ss45,tt46,uu47,vv48,ww49,xx50,yy51,zz52,aaa53,bbb54,ccc55,ddd56,eee57,fff58,ggg59,hhh60,iii61,jjj62,kkk63,lll64,mmm65,nnn66,
4991,9610,emblem,LOOT_JUN_EM_38,em_jun_jester_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D30B,,,loot,0,,0,0,,,,1,,,em_st_jester_03,275,0,LootDrop5,
4992,9611,emblem,LOOT_JUN_EM_39,em_jun_jester_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D30C,,,loot,0,,0,0,,,,1,,,em_st_jester_04,275,0,LootDrop5,
4993,9612,emblem,LOOT_JUN_EM_40,em_jun_jester_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D30D,,,loot,0,,0,0,,,,1,,,em_st_jester_05,275,0,LootDrop5,
4994,9613,emblem,LOOT_JUN_EM_41,em_jun_jester_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D30E,,,loot,0,,0,0,,,,2,,,em_st_jester_06,775,0,LootDrop5,
4995,9614,emblem,LOOT_JUN_EM_42,em_jun_jester_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D30F,,,loot,0,,0,0,,,,3,,,em_st_jester_07,1300,0,LootDrop5,
4996,9615,emblem,LOOT_JUN_EM_REWARD_03,em_jun_jester_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D310,,,reward,0,,0,0,,,,0,,,em_st_jester_reward,3950,0,LootDrop5,
4997,9616,emblem,LOOT_JUN_EM_43,em_jun_decorated_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D312,,,loot,0,,0,0,,,,0,,,em_st_decorated_01,165,0,LootDrop5,
4998,9617,emblem,LOOT_JUN_EM_44,em_jun_decorated_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D313,,,loot,0,,0,0,,,,0,,,em_st_decorated_02,165,0,LootDrop5,
4999,9618,emblem,LOOT_JUN_EM_45,em_jun_decorated_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D314,,,loot,0,,0,0,,,,1,,,em_st_decorated_03,275,0,LootDrop5,
5000,9619,emblem,LOOT_JUN_EM_46,em_jun_decorated_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D315,,,loot,0,,0,0,,,,1,,,em_st_decorated_04,275,0,LootDrop5,
5001,9620,emblem,LOOT_JUN_EM_47,em_jun_decorated_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D316,,,loot,0,,0,0,,,,1,,,em_st_decorated_05,275,0,LootDrop5,
5002,9621,emblem,LOOT_JUN_EM_48,em_jun_decorated_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D317,,,loot,0,,0,0,,,,2,,,em_st_decorated_06,775,0,LootDrop5,
5003,9622,emblem,LOOT_JUN_EM_49,em_jun_decorated_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D318,,,loot,0,,0,0,,,,3,,,em_st_decorated_07,1300,0,LootDrop5,
5004,9623,emblem,LOOT_JUN_EM_REWARD_04,em_jun_decorated_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D319,,,reward,0,,0,0,,,,0,,,em_st_decorated_reward,3950,0,LootDrop5,
5005,9624,emblem,LOOT_JUN_EM_50,em_jun_oohrah_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D31B,,,loot,0,,0,0,,,,0,,,em_st_oohrah_01,165,0,LootDrop5,
5006,9625,emblem,LOOT_JUN_EM_51,em_jun_oohrah_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D31C,,,loot,0,,0,0,,,,0,,,em_st_oohrah_02,165,0,LootDrop5,
5007,9626,emblem,LOOT_JUN_EM_52,em_jun_oohrah_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D31D,,,loot,0,,0,0,,,,1,,,em_st_oohrah_03,275,0,LootDrop5,
5008,9627,emblem,LOOT_JUN_EM_53,em_jun_oohrah_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D31E,,,loot,0,,0,0,,,,1,,,em_st_oohrah_04,275,0,LootDrop5,
5009,9628,emblem,LOOT_JUN_EM_54,em_jun_oohrah_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D31F,,,loot,0,,0,0,,,,1,,,em_st_oohrah_05,275,0,LootDrop5,
5010,9629,emblem,LOOT_JUN_EM_55,em_jun_oohrah_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D320,,,loot,0,,0,0,,,,2,,,em_st_oohrah_06,775,0,LootDrop5,
5011,9630,emblem,LOOT_JUN_EM_56,em_jun_oohrah_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D321,,,loot,0,,0,0,,,,3,,,em_st_oohrah_07,1300,0,LootDrop5,
5012,9631,emblem,LOOT_JUN_EM_REWARD_05,em_jun_oohrah_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D322,,,reward,0,,0,0,,,,0,,,em_st_oohrah_reward,3950,0,LootDrop5,
5013,9632,emblem,LOOT_JUN_EM_57,em_jun_splash_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D324,,,loot,0,,0,0,,,,0,,,em_st_splash_01,165,0,LootDrop5,
5014,9633,emblem,LOOT_JUN_EM_58,em_jun_splash_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D325,,,loot,0,,0,0,,,,0,,,em_st_splash_02,165,0,LootDrop5,
5015,9634,emblem,LOOT_JUN_EM_59,em_jun_splash_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D326,,,loot,0,,0,0,,,,1,,,em_st_splash_03,275,0,LootDrop5,
5016,9635,emblem,LOOT_JUN_EM_60,em_jun_splash_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D327,,,loot,0,,0,0,,,,1,,,em_st_splash_04,275,0,LootDrop5,
5017,9636,emblem,LOOT_JUN_EM_61,em_jun_splash_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D328,,,loot,0,,0,0,,,,1,,,em_st_splash_05,275,0,LootDrop5,
5018,9637,emblem,LOOT_JUN_EM_62,em_jun_splash_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D329,,,loot,0,,0,0,,,,2,,,em_st_splash_06,775,0,LootDrop5,
5019,9638,emblem,LOOT_JUN_EM_63,em_jun_splash_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D32A,,,loot,0,,0,0,,,,3,,,em_st_splash_07,1300,0,LootDrop5,
5020,9639,emblem,LOOT_JUN_EM_REWARD_06,em_jun_splash_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D32B,,,reward,0,,0,0,,,,0,,,em_st_splash_reward,3950,0,LootDrop5,
5021,9640,emblem,LOOT_JUN_EM_64,em_jun_boom_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D32D,,,loot,0,,0,0,,,,0,,,em_st_boom_01,165,0,LootDrop5,
5022,9641,emblem,LOOT_JUN_EM_65,em_jun_boom_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D32E,,,loot,0,,0,0,,,,0,,,em_st_boom_02,165,0,LootDrop5,
5023,9642,emblem,LOOT_JUN_EM_66,em_jun_boom_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D32F,,,loot,0,,0,0,,,,1,,,em_st_boom_03,275,0,LootDrop5,
5024,9643,emblem,LOOT_JUN_EM_67,em_jun_boom_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D330,,,loot,0,,0,0,,,,1,,,em_st_boom_04,275,0,LootDrop5,
5025,9644,emblem,LOOT_JUN_EM_69,em_jun_boom_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D331,,,loot,0,,0,0,,,,1,,,em_st_boom_05,275,0,LootDrop5,
5026,9645,emblem,LOOT_JUN_EM_70,em_jun_boom_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D332,,,loot,0,,0,0,,,,2,,,em_st_boom_06,775,0,LootDrop5,
5027,9646,emblem,LOOT_JUN_EM_71,em_jun_boom_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D333,,,loot,0,,0,0,,,,3,,,em_st_boom_07,1300,0,LootDrop5,
5028,9647,emblem,LOOT_JUN_EM_REWARD_07,em_jun_boom_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D334,,,reward,0,,0,0,,,,0,,,em_st_boom_reward,3950,0,LootDrop5,
5051,9670,bundlepurchase,bun_promo1_haspurchased,bun_promo1_haspurchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D33A,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop4,
5052,9671,attachkit,ak_akimbohidden,ak_akimbohidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D33B,,,,0,,0,0,,,,0,,,,0,0,LootDrop5,
5053,9672,bundlepurchase,bun_promo2_haspurchased,bun_promo2_haspurchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D33C,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop4,
5054,9673,bundlepurchase,bun_promo3_haspurchased,bun_promo3_haspurchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D33D,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop4,
5055,9674,bundlepurchase,bun_promo4_haspurchased,bun_promo4_haspurchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D33E,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop4,
5056,9675,supplydrop,ch_basic,ch_basic,,depot_crate_drop_3_common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D33F,,,supply_drop,0,,0,0,,,,0,1,,,2700,0,LootDrop5,
5057,9676,supplydrop,ch_advanced,ch_advanced,,depot_crate_drop_3_rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D340,,,supply_drop,0,,0,0,,,,1,1,,grind,8100,0,LootDrop5,
5289,9908,supplydrop,ch_advanced,ch_advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D341,0x100D340,,supply_drop,0,,0,0,,,,1,1,,grind,8100,0,LootDrop5,
5058,9677,supplydrop,ch_promo,ch_promo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D342,,,supply_drop,0,,0,0,,,,1,,,grind,8100,0,LootDrop5,
5290,9909,supplydrop,ch_promo,ch_promo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D343,0x100D342,,supply_drop,0,,0,0,,,,1,,,grind,8100,0,LootDrop5,
5059,9678,weaponcamo,LOOT_JUN_WCAMO_69,wcamo_jun_ranger_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D344,,,loot,0,,0,0,,,,0,,,wc_ranger_01,275,0,LootDrop5,
5060,9679,weaponcamo,LOOT_JUN_WCAMO_70,wcamo_jun_ranger_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D345,,,loot,0,,0,0,,,,1,,,wc_ranger_02,460,0,LootDrop5,
5061,9680,charactercamo,LOOT_JUN_CCAMO_05,ccamo_jun_ranger_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D346,,,loot,0,,0,0,,,,0,,,ccamo_ranger,275,0,LootDrop5,
5062,9681,callingcard,LOOT_JUN_CC_06,cc_jun_ranger_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D347,,,loot,0,,0,0,,,,2,,,em_bg_ranger_01,775,0,LootDrop5,
5063,9682,emblem,LOOT_JUN_EM_72,em_jun_ranger_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D348,,,loot,0,,0,0,,,,1,,,em_st_ranger_01,275,0,LootDrop5,
5064,9683,weapon_melee,WEAPON_MELEE_RANGER,h1_meleejun6,,melee_bottleranger,PERKS_MELEE_RANGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D349,,,loot,0,,0,0,,,,3,,,,3600,0,LootDrop5,
5065,9684,bundlepurchase,bun_jun1_haspurchased,bun_jun1_haspurchased,,,DEPOT_BUNDLE_DESC_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D34A,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop2,
5066,9685,bundlepurchase,bun_promo5_haspurchased,bun_promo5_haspurchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D34B,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop5,
5067,9686,bundlepurchase,bun_promo6_haspurchased,bun_promo6_haspurchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D34C,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop5,
5068,9687,bundlepurchase,bun_promo7_haspurchased,bun_promo7_haspurchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D34D,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop5,
5069,9688,bundlepurchase,bun_promo8_haspurchased,bun_promo8_haspurchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D34E,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop2,
5070,9689,bundlepurchase,bun_promo9_haspurchased,bun_promo9_haspurchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D34F,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop6,
5071,9690,bundlepurchase,bun_promo10_haspurchased,bun_promo10_haspurchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D350,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop6,
5072,9691,bundlepurchase,bun_apr_v2_haspurchased,bun_apr_v2_haspurchased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D351,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop2,
5073,9692,bundlepurchase,bun_aw_25off8_haspurchased,bun_aw_25off8_haspurchased,,,DEPOT_BUNDLE_DESC_AW_25OFF_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D352,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop2,
5074,9693,bundlepurchase,bun_ls_25off8_haspurchased,bun_ls_25off8_haspurchased,,,DEPOT_BUNDLE_DESC_LS_25OFF_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D353,,,loot,0,,0,0,,,,0,1,,,100,0,LootDrop4,
5075,9694,weaponcamo,LOOT_AUG_WCAMO_01,wcamo_aug_lynxcq300_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D354,,,loot,0,,0,0,,,,2,,,wc_lynxcq300_01,775,0,LootDrop6,
5076,9695,weaponcamo,LOOT_AUG_WCAMO_02,wcamo_aug_pkpsd9_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D355,,,loot,0,,0,0,,,,3,,,wc_pkpsd9_01,2150,0,LootDrop6,
5077,9696,weaponcamo,LOOT_AUG_WCAMO_03,wcamo_aug_br9_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D356,,,loot,0,,0,0,,,,1,,,wc_br9_01,460,0,LootDrop6,
5078,9697,weaponcamo,LOOT_AUG_WCAMO_04,wcamo_aug_centermass_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D357,,,loot,0,,0,0,,,,0,,,wc_centermass_01,275,0,LootDrop6,
5079,9698,weaponcamo,LOOT_AUG_WCAMO_05,wcamo_aug_elder_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D358,,,loot,0,,0,0,,,,0,,,wc_elder_01,275,0,LootDrop6,
5080,9699,weaponcamo,LOOT_AUG_WCAMO_06,wcamo_aug_obsidian_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D359,,,loot,0,,0,0,,,,2,,,wc_obsidian_01,775,0,LootDrop6,
5081,9700,weaponcamo,LOOT_AUG_WCAMO_07,wcamo_aug_ghillie_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D35A,,,loot,0,,0,0,,,,2,,,wc_ghillie_01,775,0,LootDrop6,
5082,9701,weaponcamo,LOOT_AUG_WCAMO_08,wcamo_aug_urbanoperator_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D35B,,,loot,0,,0,0,,,,2,,,wc_urbanoperator_01,775,0,LootDrop6,
5083,9702,weaponcamo,LOOT_AUG_WCAMO_09,wcamo_aug_firedrake_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D35C,,,loot,0,,0,0,,,,0,,,wc_firedrake_01,275,0,LootDrop6,
5084,9703,weaponcamo,LOOT_AUG_WCAMO_10,wcamo_aug_specops_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D35D,,,loot,0,,0,0,,,,3,,,wc_specops_01,2150,0,LootDrop6,
5085,9704,weaponcamo,LOOT_AUG_WCAMO_11,wcamo_aug_enforce_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D35E,,,loot,0,,0,0,,,,3,,,wc_enforce_01,2150,0,LootDrop6,
5086,9705,weaponcamo,LOOT_AUG_WCAMO_12,wcamo_aug_barber_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D35F,,,loot,0,,0,0,,,,0,,,wc_barber_01,275,0,LootDrop6,
5087,9706,weaponcamo,LOOT_AUG_WCAMO_13,wcamo_aug_dangerclose_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D360,,,loot,0,,0,0,,,,3,,,wc_dangerclose_01,2150,0,LootDrop6,
5088,9707,weaponcamo,LOOT_AUG_WCAMO_14,wcamo_aug_cosmos_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D361,,,loot,0,,0,0,,,,0,,,wc_cosmos_01,275,0,LootDrop6,
5089,9708,weaponcamo,LOOT_AUG_WCAMO_15,wcamo_aug_cosmos_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D362,,,loot,0,,0,0,,,,0,,,wc_cosmos_02,275,0,LootDrop6,
5090,9709,weaponcamo,LOOT_AUG_WCAMO_16,wcamo_aug_cosmos_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D363,,,loot,0,,0,0,,,,1,,,wc_cosmos_03,460,0,LootDrop6,
5091,9710,weaponcamo,LOOT_AUG_WCAMO_17,wcamo_aug_cosmos_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D364,,,loot,0,,0,0,,,,1,,,wc_cosmos_04,460,0,LootDrop6,
5092,9711,weaponcamo,LOOT_AUG_WCAMO_18,wcamo_aug_cosmos_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D365,,,loot,0,,0,0,,,,1,,,wc_cosmos_05,460,0,LootDrop6,
5093,9712,weaponcamo,LOOT_AUG_WCAMO_19,wcamo_aug_cosmos_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D366,,,loot,0,,0,0,,,,2,,,wc_cosmos_06,775,0,LootDrop6,
5094,9713,weaponcamo,LOOT_AUG_WCAMO_20,wcamo_aug_cosmos_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D367,,,loot,0,,0,0,,,,3,,,wc_cosmos_07,2150,0,LootDrop6,
5095,9714,weaponcamo,LOOT_AUG_WCAMO_REWARD_01,wcamo_aug_cosmos_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D368,,,reward,0,,0,0,,,,0,,,wc_cosmos_reward,4025,0,LootDrop6,
5096,9715,weaponcamo,LOOT_AUG_WCAMO_21,wcamo_aug_sweettooth_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D36A,,,loot,0,,0,0,,,,0,,,wc_sweettooth_01,275,0,LootDrop6,
5097,9716,weaponcamo,LOOT_AUG_WCAMO_22,wcamo_aug_sweettooth_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D36B,,,loot,0,,0,0,,,,0,,,wc_sweettooth_02,275,0,LootDrop6,
5098,9717,weaponcamo,LOOT_AUG_WCAMO_23,wcamo_aug_sweettooth_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D36C,,,loot,0,,0,0,,,,1,,,wc_sweettooth_03,460,0,LootDrop6,
5099,9718,weaponcamo,LOOT_AUG_WCAMO_24,wcamo_aug_sweettooth_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D36D,,,loot,0,,0,0,,,,1,,,wc_sweettooth_04,460,0,LootDrop6,
5100,9719,weaponcamo,LOOT_AUG_WCAMO_25,wcamo_aug_sweettooth_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D36E,,,loot,0,,0,0,,,,1,,,wc_sweettooth_05,460,0,LootDrop6,
5101,9720,weaponcamo,LOOT_AUG_WCAMO_26,wcamo_aug_sweettooth_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D36F,,,loot,0,,0,0,,,,2,,,wc_sweettooth_06,775,0,LootDrop6,
5102,9721,weaponcamo,LOOT_AUG_WCAMO_27,wcamo_aug_sweettooth_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D370,,,loot,0,,0,0,,,,3,,,wc_sweettooth_07,2150,0,LootDrop6,
5103,9722,weaponcamo,LOOT_AUG_WCAMO_REWARD_02,wcamo_aug_sweettooth_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D371,,,reward,0,,0,0,,,,0,,,wc_sweettooth_reward,4025,0,LootDrop6,
5104,9723,weaponcamo,LOOT_AUG_WCAMO_28,wcamo_aug_tomahawk_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D373,,,loot,0,,0,0,,,,0,,,wc_tomahawk_01,275,0,LootDrop6,
5105,9724,weaponcamo,LOOT_AUG_WCAMO_29,wcamo_aug_tomahawk_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D374,,,loot,0,,0,0,,,,0,,,wc_tomahawk_02,275,0,LootDrop6,
5106,9725,weaponcamo,LOOT_AUG_WCAMO_30,wcamo_aug_tomahawk_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D375,,,loot,0,,0,0,,,,1,,,wc_tomahawk_03,460,0,LootDrop6,
5107,9726,weaponcamo,LOOT_AUG_WCAMO_31,wcamo_aug_tomahawk_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D376,,,loot,0,,0,0,,,,1,,,wc_tomahawk_04,460,0,LootDrop6,
5108,9727,weaponcamo,LOOT_AUG_WCAMO_32,wcamo_aug_tomahawk_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D377,,,loot,0,,0,0,,,,1,,,wc_tomahawk_05,460,0,LootDrop6,
5109,9728,weaponcamo,LOOT_AUG_WCAMO_33,wcamo_aug_tomahawk_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D378,,,loot,0,,0,0,,,,2,,,wc_tomahawk_06,775,0,LootDrop6,
5110,9729,weaponcamo,LOOT_AUG_WCAMO_34,wcamo_aug_tomahawk_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D379,,,loot,0,,0,0,,,,3,,,wc_tomahawk_07,2150,0,LootDrop6,
5111,9730,weaponcamo,LOOT_AUG_WCAMO_REWARD_03,wcamo_aug_tomahawk_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D37A,,,reward,0,,0,0,,,,0,,,wc_tomahawk_reward,4025,0,LootDrop6,
5112,9731,weaponcamo,LOOT_AUG_WCAMO_35,wcamo_aug_super_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D37C,,,loot,0,,0,0,,,,0,,,wc_super_01,275,0,LootDrop6,
5113,9732,weaponcamo,LOOT_AUG_WCAMO_36,wcamo_aug_super_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D37D,,,loot,0,,0,0,,,,0,,,wc_super_02,275,0,LootDrop6,
5114,9733,weaponcamo,LOOT_AUG_WCAMO_37,wcamo_aug_super_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D37E,,,loot,0,,0,0,,,,1,,,wc_super_03,460,0,LootDrop6,
