col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,
ch_marksman_h1_febsmg,CHALLENGE_MARKSMAN_FEBSMG,CHALLENGE_MARKSMAN_DESC,,1,challenge_smg1,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,1,category_attachment,,
ch_marksman_h1_feblmg,CHALLENGE_MARKSMAN_FEBLMG,CHALLENGE_MARKSMAN_DESC,,1,challenge_lmg1,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,315,,,,,,,,,,,,,,,,,1,category_attachment,,
ch_marksman_h1_febsnp,CHALLENGE_MARKSMAN_FEBSNP,CHALLENGE_MARKSMAN_DESC,,1,challenge_sniper1,4,,,,100,1000,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,,,,1,category_attachment,,
ch_stpatty_uav,CHALLENGE_STPATTY_UAV,CHALLENGE_STPATTY_UAV_DESC,,1,challenge_dlc2,0,,,,10,2500,30,5000,,,,,,,,,,,,,,,317,,,,,,,,,,,,,,,,,,category_dlc,,
ch_stpatty_wins,CHALLENGE_STPATTY_WINS,CHALLENGE_STPATTY_WINS_DESC,,1,challenge_dlc2,0,,,,10,2500,25,5000,,,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,category_dlc,,
ch_stpatty_melee,CHALLENGE_STPATTY_MELEE,CHALLENGE_STPATTY_MELEE_DESC,,1,challenge_dlc2,0,,,,10,2500,50,5000,,,,,,,,,,,,,,,319,,,,,,,,,,,,,,,,,,category_dlc,,
ch_stpatty_grenade,CHALLENGE_STPATTY_GRENADE,CHALLENGE_STPATTY_GRENADE_DESC,,1,challenge_dlc2,0,,,,10,2500,50,5000,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,category_dlc,,
ch_stpatty_kills,CHALLENGE_STPATTY_KILLS,CHALLENGE_STPATTY_KILLS_DESC,,1,challenge_dlc2,0,,,,50,2500,500,5000,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,category_dlc,,
ch_stpatty_tactical,CHALLENGE_STPATTY_TACTICAL,CHALLENGE_STPATTY_TACTICAL_DESC,,1,challenge_dlc2,0,,,,25,2500,100,5000,,,,,,,,,,,,,,,322,,,,,,,,,,,,,,,,,,category_dlc,,
ch_expert_h1_aprast,CHALLENGE_EXPERT_APRAST,CHALLENGE_EXPERT_DESC,,1,challenge_dlc2,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,323,,,,,,,,,,,,,,,ch_h1_aprast_gold,,,category_dlc,,
ch_barebone_h1_aprast,CHALLENGE_BAREBONE_H1_APRAST,CHALLENGE_BAREBONE_DESC,,1,challenge_dlc2,0,ch_expert_h1_aprast,,,25,250,75,500,150,1000,,,,,,,,,,,,,324,,,,,,,,,,,,,,,ch_h1_aprast_gold,,,category_dlc,,
ch_reddot_h1_aprast,CHALLENGE_REDDOT_H1_APRAST,CHALLENGE_REDDOT_DESC,,1,challenge_dlc2,0,ch_barebone_h1_aprast,,,25,250,75,500,150,1000,,,,,,,,,,,,,325,,,,,,,,,,,,,,,ch_h1_aprast_gold,,,category_dlc,,
ch_h1_aprast_gold,CHALLENGE_APRAST_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc2,4,,,,3,2500,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,category_dlc,,
ch_expert_h1_aprsmg,CHALLENGE_EXPERT_APRSMG,CHALLENGE_EXPERT_DESC,,1,challenge_dlc2,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,327,,,,,,,,,,,,,,,ch_h1_aprsmg_gold,,,category_dlc,,
ch_barebone_h1_aprsmg,CHALLENGE_BAREBONE_H1_APRSMG,CHALLENGE_BAREBONE_DESC,,1,challenge_dlc2,0,ch_expert_h1_aprsmg,,,25,250,75,500,150,1000,,,,,,,,,,,,,328,,,,,,,,,,,,,,,ch_h1_aprsmg_gold,,,category_dlc,,
ch_reddot_h1_aprsmg,CHALLENGE_REDDOT_H1_APRSMG,CHALLENGE_REDDOT_DESC,,1,challenge_dlc2,0,ch_barebone_h1_aprsmg,,,25,250,75,500,150,1000,,,,,,,,,,,,,329,,,,,,,,,,,,,,,ch_h1_aprsmg_gold,,,category_dlc,,
ch_h1_aprsmg_gold,CHALLENGE_APRSMG_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc2,4,,,,3,2500,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,category_dlc,,
ch_expert_h1_aprpst,CHALLENGE_EXPERT_APRPST,CHALLENGE_EXPERT_DESC,,1,challenge_dlc2,4,,,,5,250,25,500,50,1000,,,,,,,,,,,,,331,,,,,,,,,,,,,,,ch_h1_aprpst_gold,,,category_dlc,,
ch_barebone_h1_aprpst,CHALLENGE_BAREBONE_H1_APRPST,CHALLENGE_BAREBONE_DESC,,1,challenge_dlc2,0,ch_expert_h1_aprpst,,,5,250,25,500,50,1000,,,,,,,,,,,,,332,,,,,,,,,,,,,,,ch_h1_aprpst_gold,,,category_dlc,,
ch_silencer_h1_aprpst,CHALLENGE_SILENCER_H1_APRPST,CHALLENGE_SILENCER_DESC,,1,challenge_dlc2,0,ch_barebone_h1_aprpst,,,5,250,25,500,50,1000,,,,,,,,,,,,,333,,,,,,,,,,,,,,,ch_h1_aprpst_gold,,,category_dlc,,
ch_h1_aprpst_gold,CHALLENGE_APRPST_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc2,4,,,,3,2500,,,,,,,,,,,,,,,,,334,,,,,,,,,,,,,,,,,,category_dlc,,
ch_marksman_h1_aprast,CHALLENGE_MARKSMAN_APRAST,CHALLENGE_MARKSMAN_DESC,,1,challenge_assault1,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,1,category_attachment,,
ch_marksman_h1_aprsmg,CHALLENGE_MARKSMAN_APRSMG,CHALLENGE_MARKSMAN_DESC,,1,challenge_smg1,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,336,,,,,,,,,,,,,,,,,1,category_attachment,,
ch_expert_h1_junlmg,CHALLENGE_EXPERT_JUNLMG,CHALLENGE_EXPERT_DESC,,1,challenge_dlc3,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,337,,,,,,,,,,,,,,,ch_h1_junlmg_gold,,,category_dlc,,
ch_barebone_h1_junlmg,CHALLENGE_BAREBONE_H1_JUNLMG,CHALLENGE_BAREBONE_DESC,,1,challenge_dlc3,0,ch_expert_h1_junlmg,,,25,250,75,500,150,1000,,,,,,,,,,,,,338,,,,,,,,,,,,,,,ch_h1_junlmg_gold,,,category_dlc,,
ch_reddot_h1_junlmg,CHALLENGE_REDDOT_H1_JUNLMG,CHALLENGE_REDDOT_DESC,,1,challenge_dlc3,0,ch_barebone_h1_junlmg,,,25,250,75,500,150,1000,,,,,,,,,,,,,339,,,,,,,,,,,,,,,ch_h1_junlmg_gold,,,category_dlc,,
ch_h1_junlmg_gold,CHALLENGE_JUNLMG_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc3,4,,,,3,2500,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,category_dlc,,
ch_expert_h1_junsnp,CHALLENGE_EXPERT_JUNSNP,CHALLENGE_EXPERT_DESC,,1,challenge_dlc3,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,341,,,,,,,,,,,,,,,ch_h1_junsnp_gold,,,category_dlc,,
ch_barebone_h1_junsnp,CHALLENGE_BAREBONE_H1_JUNSNP,CHALLENGE_BAREBONE_DESC,,1,challenge_dlc3,0,ch_expert_h1_junsnp,,,25,250,75,500,150,1000,,,,,,,,,,,,,342,,,,,,,,,,,,,,,ch_h1_junsnp_gold,,,category_dlc,,
ch_acog_h1_junsnp,CHALLENGE_ACOG_H1_JUNSNP,CHALLENGE_ACOG_DESC,,1,challenge_dlc3,0,ch_barebone_h1_junsnp,,,25,250,75,500,150,1000,,,,,,,,,,,,,343,,,,,,,,,,,,,,,ch_h1_junsnp_gold,,,category_dlc,,
ch_h1_junsnp_gold,CHALLENGE_JUNSNP_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc3,4,,,,3,2500,,,,,,,,,,,,,,,,,344,,,,,,,,,,,,,,,,,,category_dlc,,
ch_expert_h1_junsho,CHALLENGE_EXPERT_JUNSHO,CHALLENGE_EXPERT_DESC,,1,challenge_dlc3,4,,,,25,250,50,500,100,1000,,,,,,,,,,,,,345,,,,,,,,,,,,,,,ch_h1_junsho_gold,,,category_dlc,,
ch_crouch_h1_junsho,CHALLENGE_CROUCH_H1_JUNSHO,CHALLENGE_CROUCH_DESC,,1,challenge_dlc3,0,ch_expert_h1_junsho,,,25,250,50,500,100,1000,,,,,,,,,,,,,346,,,,,,,,,,,,,,,ch_h1_junsho_gold,,,category_dlc,,
ch_prone_h1_junsho,CHALLENGE_PRONE_H1_JUNSHO,CHALLENGE_PRONE_DESC,,1,challenge_dlc3,0,ch_crouch_h1_junsho,,,25,250,50,500,100,1000,,,,,,,,,,,,,347,,,,,,,,,,,,,,,ch_h1_junsho_gold,,,category_dlc,,
ch_h1_junsho_gold,CHALLENGE_JUNSHO_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc3,4,,,,3,2500,,,,,,,,,,,,,,,,,348,,,,,,,,,,,,,,,,,,category_dlc,,
ch_marksman_h1_junlmg,CHALLENGE_MARKSMAN_JUNLMG,CHALLENGE_MARKSMAN_DESC,,1,challenge_lmg1,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,349,,,,,,,,,,,,,,,,,1,category_attachment,,
ch_marksman_h1_junsnp,CHALLENGE_MARKSMAN_JUNSNP,CHALLENGE_MARKSMAN_DESC,,1,challenge_sniper1,4,,,,100,1000,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,1,category_attachment,,
ch_summer_uav,CHALLENGE_SUMMER_UAV,CHALLENGE_SUMMER_UAV_DESC,,1,challenge_dlc3,4,,,,10,2500,30,5000,,,,,,,,,,,,,,,351,,,,,,,,,,,,,,,,,,category_dlc,,
ch_summer_wins,CHALLENGE_SUMMER_WINS,CHALLENGE_SUMMER_WINS_DESC,,1,challenge_dlc3,4,,,,10,2500,30,5000,,,,,,,,,,,,,,,352,,,,,,,,,,,,,,,,,,category_dlc,,
ch_summer_melee,CHALLENGE_SUMMER_MELEE,CHALLENGE_SUMMER_MELEE_DESC,,1,challenge_dlc3,4,,,,10,2500,50,5000,,,,,,,,,,,,,,,353,,,,,,,,,,,,,,,,,,category_dlc,,
ch_summer_grenade,CHALLENGE_SUMMER_GRENADE,CHALLENGE_SUMMER_GRENADE_DESC,,1,challenge_dlc3,4,,,,10,2500,50,5000,,,,,,,,,,,,,,,354,,,,,,,,,,,,,,,,,,category_dlc,,
ch_summer_kills,CHALLENGE_SUMMER_KILLS,CHALLENGE_SUMMER_KILLS_DESC,,1,challenge_dlc3,4,,,,50,2500,500,5000,,,,,,,,,,,,,,,355,,,,,,,,,,,,,,,,,,category_dlc,,
ch_summer_tactical,CHALLENGE_SUMMER_TACTICAL,CHALLENGE_SUMMER_TACTICAL_DESC,,1,challenge_dlc3,4,,,,25,2500,100,5000,,,,,,,,,,,,,,,356,,,,,,,,,,,,,,,,,,category_dlc,,
ch_summer_fearless,CHALLENGE_SUMMER_FEARLESS,CHALLENGE_SUMMER_FEARLESS_DESC,,1,challenge_dlc3,4,,,,5,2500,20,5000,,,,,,,,,,,,,,,357,,,,,,,,,,,,,,,,,,category_dlc,,
ch_summer_backfire,CHALLENGE_SUMMER_BACKFIRE,CHALLENGE_SUMMER_BACKFIRE_DESC,,1,challenge_dlc3,4,,,,10,2500,25,5000,,,,,,,,,,,,,,,358,,,,,,,,,,,,,,,,,,category_dlc,,
ch_summer_ranger,CHALLENGE_SUMMER_RANGER,CHALLENGE_SUMMER_RANGER_DESC,,1,challenge_dlc3,4,,,,5,2500,10,5000,,,,,,,,,,,,,,,359,,,,,,,,,,,,,,,,,,category_dlc,,
ch_summer_slasher,CHALLENGE_SUMMER_SLASHER,CHALLENGE_SUMMER_SLASHER_DESC,,1,challenge_dlc3,4,,,,1,2500,5,5000,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,category_dlc,,
ch_summer_precision_farsight,CHALLENGE_SUMMER_PRECISION_FARSIGHT,CHALLENGE_SUMMER_PRECISION_FARSIGHT_DESC,,1,challenge_dlc3,4,,,,10,2500,30,5000,,,,,,,,,,,,,,,361,,,,,,,,,,,,,,,,,,category_dlc,,
ch_summer_collateraldamage,CHALLENGE_SUMMER_COLLATERALDAMAGE,CHALLENGE_SUMMER_COLLATERALDAMAGE_DESC,,1,challenge_dlc3,4,,,,1,2500,5,5000,,,,,,,,,,,,,,,362,,,,,,,,,,,,,,,,,,category_dlc,,
ch_expert_h1_augast,CHALLENGE_EXPERT_AUGAST,CHALLENGE_EXPERT_DESC,,1,challenge_dlc3,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,363,,,,,,,,,,,,,,,ch_h1_augast_gold,,,category_dlc,,
ch_barebone_h1_augast,CHALLENGE_BAREBONE_H1_AUGAST,CHALLENGE_BAREBONE_DESC,,1,challenge_dlc3,0,ch_expert_h1_augast,,,25,250,75,500,150,1000,,,,,,,,,,,,,364,,,,,,,,,,,,,,,ch_h1_augast_gold,,,category_dlc,,
ch_reddot_h1_augast,CHALLENGE_REDDOT_H1_AUGAST,CHALLENGE_REDDOT_DESC,,1,challenge_dlc3,0,ch_barebone_h1_augast,,,25,250,75,500,150,1000,,,,,,,,,,,,,365,,,,,,,,,,,,,,,ch_h1_augast_gold,,,category_dlc,,
ch_h1_augast_gold,CHALLENGE_AUGAST_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc3,4,,,,3,2500,,,,,,,,,,,,,,,,,366,,,,,,,,,,,,,,,,,,category_dlc,,
ch_expert_h1_augsmg,CHALLENGE_EXPERT_AUGSMG,CHALLENGE_EXPERT_DESC,,1,challenge_dlc3,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,367,,,,,,,,,,,,,,,ch_h1_augsmg_gold,,,category_dlc,,
ch_barebone_h1_augsmg,CHALLENGE_BAREBONE_H1_AUGSMG,CHALLENGE_BAREBONE_DESC,,1,challenge_dlc3,0,ch_expert_h1_augsmg,,,25,250,75,500,150,1000,,,,,,,,,,,,,368,,,,,,,,,,,,,,,ch_h1_augsmg_gold,,,category_dlc,,
ch_reddot_h1_augsmg,CHALLENGE_REDDOT_H1_AUGSMG,CHALLENGE_REDDOT_DESC,,1,challenge_dlc3,0,ch_barebone_h1_augsmg,,,25,250,75,500,150,1000,,,,,,,,,,,,,369,,,,,,,,,,,,,,,ch_h1_augsmg_gold,,,category_dlc,,
ch_h1_augsmg_gold,CHALLENGE_AUGSMG_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc3,4,,,,3,2500,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,category_dlc,,
ch_expert_h1_augpst,CHALLENGE_EXPERT_AUGPST,CHALLENGE_EXPERT_DESC,,1,challenge_dlc3,4,,,,5,250,25,500,50,1000,,,,,,,,,,,,,371,,,,,,,,,,,,,,,ch_h1_augpst_gold,,,category_dlc,,
ch_crouch_h1_augpst,CHALLENGE_CROUCH_H1_AUGPST,CHALLENGE_CROUCH_DESC,,1,challenge_dlc3,0,ch_expert_h1_augpst,,,5,250,25,500,50,1000,,,,,,,,,,,,,372,,,,,,,,,,,,,,,ch_h1_augpst_gold,,,category_dlc,,
ch_prone_h1_augpst,CHALLENGE_PRONE_H1_AUGPST,CHALLENGE_PRONE_DESC,,1,challenge_dlc3,0,ch_crouch_h1_augpst,,,5,250,25,500,50,1000,,,,,,,,,,,,,373,,,,,,,,,,,,,,,ch_h1_augpst_gold,,,category_dlc,,
ch_h1_augpst_gold,CHALLENGE_AUGPST_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc3,4,,,,3,2500,,,,,,,,,,,,,,,,,374,,,,,,,,,,,,,,,,,,category_dlc,,
ch_marksman_h1_augast,CHALLENGE_MARKSMAN_AUGAST,CHALLENGE_MARKSMAN_DESC,,1,challenge_assault1,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,375,,,,,,,,,,,,,,,,,1,category_attachment,,
ch_marksman_h1_augsmg,CHALLENGE_MARKSMAN_AUGSMG,CHALLENGE_MARKSMAN_DESC,,1,challenge_smg1,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,376,,,,,,,,,,,,,,,,,1,category_attachment,,
ch_h1_ak47_gold,CHALLENGE_AK47_GOLD,CHALLENGE_GOLD_DESC,,1,category_assault2,4,,,,3,2500,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,ch_h1_ar_diamond,,,category_weapons,,
ch_h1_g3_gold,CHALLENGE_G3_GOLD,CHALLENGE_GOLD_DESC,,1,category_assault2,24,,,ch_prPurchase_h1_g3,3,2500,,,,,,,,,,,,,,,,,1001,,,,,,,,,,,,,,,ch_h1_ar_diamond,,,category_weapons,,
ch_h1_g36c_gold,CHALLENGE_G36C_GOLD,CHALLENGE_GOLD_DESC,,1,category_assault2,36,,,ch_prPurchase_h1_g36c,3,2500,,,,,,,,,,,,,,,,,1002,,,,,,,,,,,,,,,ch_h1_ar_diamond,,,category_weapons,,
ch_h1_m14_gold,CHALLENGE_M14_GOLD,CHALLENGE_GOLD_DESC,,1,category_assault2,45,,,ch_prPurchase_h1_m14,3,2500,,,,,,,,,,,,,,,,,1003,,,,,,,,,,,,,,,ch_h1_ar_diamond,,,category_weapons,,
ch_h1_m16_gold,CHALLENGE_M16_GOLD,CHALLENGE_GOLD_DESC,,1,category_assault2,4,,,,3,2500,,,,,,,,,,,,,,,,,1004,,,,,,,,,,,,,,,ch_h1_ar_diamond,,,category_weapons,,
ch_h1_m4_gold,CHALLENGE_M4_GOLD,CHALLENGE_GOLD_DESC,,1,category_assault2,9,,,ch_prPurchase_h1_m4,3,2500,,,,,,,,,,,,,,,,,1005,,,,,,,,,,,,,,,ch_h1_ar_diamond,,,category_weapons,,
ch_h1_mp44_gold,CHALLENGE_MP44_GOLD,CHALLENGE_GOLD_DESC,,1,category_assault2,51,,,ch_prPurchase_h1_mp44,3,2500,,,,,,,,,,,,,,,,,1006,,,,,,,,,,,,,,,ch_h1_ar_diamond,,,category_weapons,,
ch_h1_ar_diamond,CHALLENGE_AR_DIAMOND,CHALLENGE_AR_DIAMOND_DESC,,1,category_mastery2,4,,,,7,5000,,,,,,,,,,,,,,,,,1007,,,,,,,,,,,,,,,ch_h1_darkmatter,,,category_weapons,,
ch_h1_ak74u_gold,CHALLENGE_AK74U_GOLD,CHALLENGE_GOLD_DESC,,1,category_smg2,27,,,ch_prPurchase_h1_ak74u,3,2500,,,,,,,,,,,,,,,,,1008,,,,,,,,,,,,,,,ch_h1_smg_diamond,,,category_weapons,,
ch_h1_mp5_gold,CHALLENGE_MP5_GOLD,CHALLENGE_GOLD_DESC,,1,category_smg2,4,,,,3,2500,,,,,,,,,,,,,,,,,1009,,,,,,,,,,,,,,,ch_h1_smg_diamond,,,category_weapons,,
ch_h1_p90_gold,CHALLENGE_P90_GOLD,CHALLENGE_GOLD_DESC,,1,category_smg2,39,,,ch_prPurchase_h1_p90,3,2500,,,,,,,,,,,,,,,,,1010,,,,,,,,,,,,,,,ch_h1_smg_diamond,,,category_weapons,,
ch_h1_skorpion_gold,CHALLENGE_SKORPION_GOLD,CHALLENGE_GOLD_DESC,,1,category_smg2,4,,,,3,2500,,,,,,,,,,,,,,,,,1011,,,,,,,,,,,,,,,ch_h1_smg_diamond,,,category_weapons,,
ch_h1_uzi_gold,CHALLENGE_UZI_GOLD,CHALLENGE_GOLD_DESC,,1,category_smg2,12,,,ch_prPurchase_h1_uzi,3,2500,,,,,,,,,,,,,,,,,1012,,,,,,,,,,,,,,,ch_h1_smg_diamond,,,category_weapons,,
ch_h1_smg_diamond,CHALLENGE_SMG_DIAMOND,CHALLENGE_SMG_DIAMOND_DESC,,1,category_mastery2,4,,,,5,5000,,,,,,,,,,,,,,,,,1013,,,,,,,,,,,,,,,ch_h1_darkmatter,,,category_weapons,,
ch_h1_m60e4_gold,CHALLENGE_M60E4_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_lmg2,18,,,ch_prPurchase_h1_m60e4,3,2500,,,,,,,,,,,,,,,,,1014,,,,,,,,,,,,,,,ch_h1_lmg_diamond,,,category_weapons,,
ch_h1_rpd_gold,CHALLENGE_RPD_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_lmg2,4,,,,3,2500,,,,,,,,,,,,,,,,,1015,,,,,,,,,,,,,,,ch_h1_lmg_diamond,,,category_weapons,,
ch_h1_saw_gold,CHALLENGE_SAW_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_lmg2,4,,,,3,2500,,,,,,,,,,,,,,,,,1016,,,,,,,,,,,,,,,ch_h1_lmg_diamond,,,category_weapons,,
ch_h1_lmg_diamond,CHALLENGE_LMG_DIAMOND,CHALLENGE_LMG_DIAMOND_DESC,,1,category_mastery2,4,,,,3,5000,,,,,,,,,,,,,,,,,1017,,,,,,,,,,,,,,,ch_h1_darkmatter,,,category_weapons,,
ch_h1_m1014_gold,CHALLENGE_M1014_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_shotgun2,30,,,ch_prPurchase_h1_m1014,3,2500,,,,,,,,,,,,,,,,,1018,,,,,,,,,,,,,,,ch_h1_shotgun_diamond,,,category_weapons,,
ch_h1_winchester1200_gold,CHALLENGE_WINCHESTER1200_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_shotgun2,4,,,,3,2500,,,,,,,,,,,,,,,,,1019,,,,,,,,,,,,,,,ch_h1_shotgun_diamond,,,category_weapons,,
ch_h1_shotgun_diamond,CHALLENGE_SHOTGUN_DIAMOND,CHALLENGE_SHOTGUN_DIAMOND_DESC,,1,category_mastery2,4,,,,2,5000,,,,,,,,,,,,,,,,,1020,,,,,,,,,,,,,,,ch_h1_darkmatter,,,category_weapons,,
ch_h1_barrett_gold,CHALLENGE_BARRETT_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_sniper2,48,,,ch_prPurchase_h1_barrett,3,2500,,,,,,,,,,,,,,,,,1021,,,,,,,,,,,,,,,ch_h1_sniper_diamond,,,category_weapons,,
ch_h1_dragunov_gold,CHALLENGE_DRAGUNOV_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_sniper2,21,,,ch_prPurchase_h1_dragunov,3,2500,,,,,,,,,,,,,,,,,1022,,,,,,,,,,,,,,,ch_h1_sniper_diamond,,,category_weapons,,
ch_h1_m21_gold,CHALLENGE_M21_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_sniper2,6,,,ch_prPurchase_h1_m21,3,2500,,,,,,,,,,,,,,,,,1023,,,,,,,,,,,,,,,ch_h1_sniper_diamond,,,category_weapons,,
ch_h1_m40a3_gold,CHALLENGE_M40A3_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_sniper2,4,,,,3,2500,,,,,,,,,,,,,,,,,1024,,,,,,,,,,,,,,,ch_h1_sniper_diamond,,,category_weapons,,
ch_h1_remington700_gold,CHALLENGE_REMINGTON700_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_sniper2,33,,,ch_prPurchase_h1_remington700,3,2500,,,,,,,,,,,,,,,,,1025,,,,,,,,,,,,,,,ch_h1_sniper_diamond,,,category_weapons,,
ch_h1_sniper_diamond,CHALLENGE_SNIPER_DIAMOND,CHALLENGE_SNIPER_DIAMOND_DESC,,1,category_mastery2,4,,,,5,5000,,,,,,,,,,,,,,,,,1026,,,,,,,,,,,,,,,ch_h1_darkmatter,,,category_weapons,,
ch_h1_beretta_gold,CHALLENGE_BERETTA_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_pistol2,4,,,,3,2500,,,,,,,,,,,,,,,,,1027,,,,,,,,,,,,,,,ch_h1_pistol_diamond,,,category_weapons,,
ch_h1_colt45_gold,CHALLENGE_COLT45_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_pistol2,15,,,ch_prPurchase_h1_colt45,3,2500,,,,,,,,,,,,,,,,,1028,,,,,,,,,,,,,,,ch_h1_pistol_diamond,,,category_weapons,,
ch_h1_deserteagle_gold,CHALLENGE_DESERTEAGLE_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_pistol2,42,,,ch_prPurchase_h1_deserteagle,3,2500,,,,,,,,,,,,,,,,,1029,,,,,,,,,,,,,,,ch_h1_pistol_diamond,,,category_weapons,,
ch_h1_usp_gold,CHALLENGE_USP_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_pistol2,4,,,,3,2500,,,,,,,,,,,,,,,,,1030,,,,,,,,,,,,,,,ch_h1_pistol_diamond,,,category_weapons,,
ch_h1_pistol_diamond,CHALLENGE_PISTOL_DIAMOND,CHALLENGE_PISTOL_DIAMOND_DESC,,1,category_mastery2,4,,,,4,5000,,,,,,,,,,,,,,,,,1031,,,,,,,,,,,,,,,ch_h1_darkmatter,,,category_weapons,,
ch_h1_darkmatter,CHALLENGE_DARKMATTER,CHALLENGE_DARKMATTER_DESC,,1,,4,,,,6,10000,,,,,,,,,,,,,,,,,1032,,,,,,,,,,,,,,,,,,,,
ch_daily_01,CHALLENGE_DAILY,CHALLENGE_DAILY_01_DESC,,1,daily_challenges,0,,,,25,2000,,,,,,,,,,,,,,,,,1703,,,,,,,,,,,,,,,,2,,,,
ch_daily_02,CHALLENGE_DAILY,CHALLENGE_DAILY_02_DESC,,1,daily_challenges,0,,,,5,2000,,,,,,,,,,,,,,,,,1704,,,,,,,,,,,,,,,,2,,,,
ch_daily_03,CHALLENGE_DAILY,CHALLENGE_DAILY_03_DESC,,1,daily_challenges,0,,,,10,2000,,,,,,,,,,,,,,,,,1705,,,,,,,,,,,,,,,,2,,,,
ch_daily_04,CHALLENGE_DAILY,CHALLENGE_DAILY_04_DESC,,1,daily_challenges,0,,,,25,2000,,,,,,,,,,,,,,,,,1706,,,,,,,,,,,,,,,,2,,,,
ch_daily_05,CHALLENGE_DAILY,CHALLENGE_DAILY_05_DESC,,1,daily_challenges,0,,,,30,2000,,,,,,,,,,,,,,,,,1707,,,,,,,,,,,,,,,,2,,,,
ch_daily_06,CHALLENGE_DAILY,CHALLENGE_DAILY_06_DESC,,1,daily_challenges,0,,,,10,2000,,,,,,,,,,,,,,,,,1708,,,,,,,,,,,,,,,,2,,,,
ch_daily_07,CHALLENGE_DAILY,CHALLENGE_DAILY_07_DESC,,1,daily_challenges,0,,,,30,2000,,,,,,,,,,,,,,,,,1709,,,,,,,,,,,,,,,,2,,,,
ch_daily_08,CHALLENGE_DAILY,CHALLENGE_DAILY_08_DESC,,1,daily_challenges,0,,,,30,2000,,,,,,,,,,,,,,,,,1710,,,,,,,,,,,,,,,,2,,,,
ch_daily_09,CHALLENGE_DAILY,CHALLENGE_DAILY_09_DESC,,1,daily_challenges,0,,,,30,2000,,,,,,,,,,,,,,,,,1711,,,,,,,,,,,,,,,,2,,,,
ch_daily_10,CHALLENGE_DAILY,CHALLENGE_DAILY_10_DESC,,1,daily_challenges,0,,,,5,2000,,,,,,,,,,,,,,,,,1712,,,,,,,,,,,,,,,,2,,,,
ch_daily_11,CHALLENGE_DAILY,CHALLENGE_DAILY_11_DESC,,1,daily_challenges,0,,,,10,2000,,,,,,,,,,,,,,,,,1713,,,,,,,,,,,,,,,,2,,,,
