model,category,idIndex,primaryid,collision,transient override,lobmodel,viewmodel,worldmat,viewmat,group1,group2,group3,group4,group5,group6,group7,group8,wetmodel,wetviewmodel,productionLevel,
head_r_rozmiarek_arab_desert_sniper_mp,head,72,74,0,,head_r_rozmiarek_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_r_rozmiarek_sas_ct_lmg_mp,head,72,74,0,,head_r_rozmiarek_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_r_rozmiarek_sas_ct_shotgun_mp,head,72,74,0,,head_r_rozmiarek_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_r_rozmiarek_sas_ct_smg_mp,head,72,74,0,,head_r_rozmiarek_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_r_rozmiarek_sas_ct_sniper_mp,head,72,74,0,,head_r_rozmiarek_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_r_rozmiarek_sas_woodland_lmg_mp,head,72,74,0,,head_r_rozmiarek_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_r_rozmiarek_sas_woodland_shotgun_mp,head,72,74,0,,head_r_rozmiarek_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_r_rozmiarek_sas_woodland_smg_mp,head,72,74,0,,head_r_rozmiarek_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_r_rozmiarek_sas_woodland_sniper_mp,head,72,74,0,,head_r_rozmiarek_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_r_rozmiarek_spetsnaz_urban_sniper_mp,head,72,74,0,,head_r_rozmiarek_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_r_rozmiarek_spetsnaz_woodland_lmg_mp,head,72,74,0,,head_r_rozmiarek_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_r_rozmiarek_spetsnaz_woodland_lmg_mp,head,72,74,0,,head_r_rozmiarek_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_r_rozmiarek_spetsnaz_woodland_shotgun_mp,head,72,74,0,,head_r_rozmiarek_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_r_rozmiarek_spetsnaz_woodland_shotgun_mp,head,72,74,0,,head_r_rozmiarek_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_r_rozmiarek_spetsnaz_woodland_smg_mp,head,72,74,0,,head_r_rozmiarek_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_r_rozmiarek_spetsnaz_woodland_smg_mp,head,72,74,0,,head_r_rozmiarek_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_r_rozmiarek_spetsnaz_woodland_sniper_mp,head,72,74,0,,head_r_rozmiarek_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_r_rozmiarek_usmc_desert_lmg_mp,head,72,74,0,,head_r_rozmiarek_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_r_rozmiarek_usmc_desert_shotgun_mp,head,72,74,0,,head_r_rozmiarek_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_r_rozmiarek_usmc_desert_smg_mp,head,72,74,0,,head_r_rozmiarek_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_r_rozmiarek_usmc_desert_sniper_mp,head,72,74,0,,head_r_rozmiarek_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_g_orlovszki_v3_sas_ct_assault_mp,head,73,75,0,,head_g_orlovszki_v3_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_g_orlovszki_v3_sas_woodland_assault_mp,head,73,75,0,,head_g_orlovszki_v3_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_g_orlovszki_v3_spetsnaz_woodland_assault_mp,head,73,75,0,,head_g_orlovszki_v3_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_g_orlovszki_v3_spetsnaz_woodland_assault_mp,head,73,75,0,,head_g_orlovszki_v3_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_g_orlovszki_v3_usmc_desert_assault_mp,head,73,75,0,,head_g_orlovszki_v3_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_g_orlovszki_v3_arab_desert_assault_mp,head,73,75,0,,head_g_orlovszki_v3_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_g_orlovszki_v3_arab_desert_lmg_mp,head,73,75,0,,head_g_orlovszki_v3_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_g_orlovszki_v3_arab_desert_shotgun_mp,head,73,75,0,,head_g_orlovszki_v3_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_g_orlovszki_v3_arab_desert_smg_mp,head,73,75,0,,head_g_orlovszki_v3_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_g_orlovszki_v3_arab_desert_sniper_mp,head,73,75,0,,head_g_orlovszki_v3_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_g_orlovszki_v3_sas_ct_lmg_mp,head,73,75,0,,head_g_orlovszki_v3_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_g_orlovszki_v3_sas_ct_shotgun_mp,head,73,75,0,,head_g_orlovszki_v3_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_g_orlovszki_v3_sas_ct_smg_mp,head,73,75,0,,head_g_orlovszki_v3_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_g_orlovszki_v3_sas_ct_sniper_mp,head,73,75,0,,head_g_orlovszki_v3_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_g_orlovszki_v3_sas_woodland_lmg_mp,head,73,75,0,,head_g_orlovszki_v3_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_g_orlovszki_v3_sas_woodland_shotgun_mp,head,73,75,0,,head_g_orlovszki_v3_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_g_orlovszki_v3_sas_woodland_smg_mp,head,73,75,0,,head_g_orlovszki_v3_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_g_orlovszki_v3_sas_woodland_sniper_mp,head,73,75,0,,head_g_orlovszki_v3_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_g_orlovszki_v3_spetsnaz_urban_sniper_mp,head,73,75,0,,head_g_orlovszki_v3_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_g_orlovszki_v3_spetsnaz_woodland_lmg_mp,head,73,75,0,,head_g_orlovszki_v3_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_g_orlovszki_v3_spetsnaz_woodland_lmg_mp,head,73,75,0,,head_g_orlovszki_v3_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_g_orlovszki_v3_spetsnaz_woodland_shotgun_mp,head,73,75,0,,head_g_orlovszki_v3_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_g_orlovszki_v3_spetsnaz_woodland_shotgun_mp,head,73,75,0,,head_g_orlovszki_v3_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_g_orlovszki_v3_spetsnaz_woodland_smg_mp,head,73,75,0,,head_g_orlovszki_v3_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_g_orlovszki_v3_spetsnaz_woodland_smg_mp,head,73,75,0,,head_g_orlovszki_v3_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_g_orlovszki_v3_spetsnaz_woodland_sniper_mp,head,73,75,0,,head_g_orlovszki_v3_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_g_orlovszki_v3_usmc_desert_lmg_mp,head,73,75,0,,head_g_orlovszki_v3_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_g_orlovszki_v3_usmc_desert_shotgun_mp,head,73,75,0,,head_g_orlovszki_v3_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_g_orlovszki_v3_usmc_desert_smg_mp,head,73,75,0,,head_g_orlovszki_v3_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_g_orlovszki_v3_usmc_desert_sniper_mp,head,73,75,0,,head_g_orlovszki_v3_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_k_schmidt_v2_sas_ct_assault_mp,head,74,76,0,,head_k_schmidt_v2_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_k_schmidt_v2_sas_woodland_assault_mp,head,74,76,0,,head_k_schmidt_v2_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_k_schmidt_v2_spetsnaz_woodland_assault_mp,head,74,76,0,,head_k_schmidt_v2_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_k_schmidt_v2_spetsnaz_woodland_assault_mp,head,74,76,0,,head_k_schmidt_v2_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_k_schmidt_v2_usmc_desert_assault_mp,head,74,76,0,,head_k_schmidt_v2_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_k_schmidt_v2_arab_desert_assault_mp,head,74,76,0,,head_k_schmidt_v2_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_k_schmidt_v2_arab_desert_lmg_mp,head,74,76,0,,head_k_schmidt_v2_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_k_schmidt_v2_arab_desert_shotgun_mp,head,74,76,0,,head_k_schmidt_v2_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_k_schmidt_v2_arab_desert_smg_mp,head,74,76,0,,head_k_schmidt_v2_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_k_schmidt_v2_arab_desert_sniper_mp,head,74,76,0,,head_k_schmidt_v2_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_k_schmidt_v2_sas_ct_lmg_mp,head,74,76,0,,head_k_schmidt_v2_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_k_schmidt_v2_sas_ct_shotgun_mp,head,74,76,0,,head_k_schmidt_v2_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_k_schmidt_v2_sas_ct_smg_mp,head,74,76,0,,head_k_schmidt_v2_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_k_schmidt_v2_sas_ct_sniper_mp,head,74,76,0,,head_k_schmidt_v2_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_k_schmidt_v2_sas_woodland_lmg_mp,head,74,76,0,,head_k_schmidt_v2_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_k_schmidt_v2_sas_woodland_shotgun_mp,head,74,76,0,,head_k_schmidt_v2_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_k_schmidt_v2_sas_woodland_smg_mp,head,74,76,0,,head_k_schmidt_v2_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_k_schmidt_v2_sas_woodland_sniper_mp,head,74,76,0,,head_k_schmidt_v2_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_k_schmidt_v2_spetsnaz_urban_sniper_mp,head,74,76,0,,head_k_schmidt_v2_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_k_schmidt_v2_spetsnaz_woodland_lmg_mp,head,74,76,0,,head_k_schmidt_v2_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_k_schmidt_v2_spetsnaz_woodland_lmg_mp,head,74,76,0,,head_k_schmidt_v2_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_k_schmidt_v2_spetsnaz_woodland_shotgun_mp,head,74,76,0,,head_k_schmidt_v2_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_k_schmidt_v2_spetsnaz_woodland_shotgun_mp,head,74,76,0,,head_k_schmidt_v2_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_k_schmidt_v2_spetsnaz_woodland_smg_mp,head,74,76,0,,head_k_schmidt_v2_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_k_schmidt_v2_spetsnaz_woodland_smg_mp,head,74,76,0,,head_k_schmidt_v2_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_k_schmidt_v2_spetsnaz_woodland_sniper_mp,head,74,76,0,,head_k_schmidt_v2_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_k_schmidt_v2_usmc_desert_lmg_mp,head,74,76,0,,head_k_schmidt_v2_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_k_schmidt_v2_usmc_desert_shotgun_mp,head,74,76,0,,head_k_schmidt_v2_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_k_schmidt_v2_usmc_desert_smg_mp,head,74,76,0,,head_k_schmidt_v2_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_k_schmidt_v2_usmc_desert_sniper_mp,head,74,76,0,,head_k_schmidt_v2_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_j_chew_sas_ct_assault_mp,head,75,77,0,,head_j_chew_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_j_chew_sas_woodland_assault_mp,head,75,77,0,,head_j_chew_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_j_chew_spetsnaz_woodland_assault_mp,head,75,77,0,,head_j_chew_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_j_chew_spetsnaz_woodland_assault_mp,head,75,77,0,,head_j_chew_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_j_chew_usmc_desert_assault_mp,head,75,77,0,,head_j_chew_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_j_chew_arab_desert_assault_mp,head,75,77,0,,head_j_chew_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_j_chew_arab_desert_lmg_mp,head,75,77,0,,head_j_chew_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_j_chew_arab_desert_shotgun_mp,head,75,77,0,,head_j_chew_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_j_chew_arab_desert_smg_mp,head,75,77,0,,head_j_chew_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_j_chew_arab_desert_sniper_mp,head,75,77,0,,head_j_chew_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_j_chew_sas_ct_lmg_mp,head,75,77,0,,head_j_chew_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_j_chew_sas_ct_shotgun_mp,head,75,77,0,,head_j_chew_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_j_chew_sas_ct_smg_mp,head,75,77,0,,head_j_chew_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_j_chew_sas_ct_sniper_mp,head,75,77,0,,head_j_chew_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_j_chew_sas_woodland_lmg_mp,head,75,77,0,,head_j_chew_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_j_chew_sas_woodland_shotgun_mp,head,75,77,0,,head_j_chew_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_j_chew_sas_woodland_smg_mp,head,75,77,0,,head_j_chew_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_j_chew_sas_woodland_sniper_mp,head,75,77,0,,head_j_chew_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_j_chew_spetsnaz_urban_sniper_mp,head,75,77,0,,head_j_chew_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_j_chew_spetsnaz_woodland_lmg_mp,head,75,77,0,,head_j_chew_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_j_chew_spetsnaz_woodland_lmg_mp,head,75,77,0,,head_j_chew_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_j_chew_spetsnaz_woodland_shotgun_mp,head,75,77,0,,head_j_chew_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_j_chew_spetsnaz_woodland_shotgun_mp,head,75,77,0,,head_j_chew_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_j_chew_spetsnaz_woodland_smg_mp,head,75,77,0,,head_j_chew_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_j_chew_spetsnaz_woodland_smg_mp,head,75,77,0,,head_j_chew_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_j_chew_spetsnaz_woodland_sniper_mp,head,75,77,0,,head_j_chew_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_j_chew_usmc_desert_lmg_mp,head,75,77,0,,head_j_chew_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_j_chew_usmc_desert_shotgun_mp,head,75,77,0,,head_j_chew_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_j_chew_usmc_desert_smg_mp,head,75,77,0,,head_j_chew_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_j_chew_usmc_desert_sniper_mp,head,75,77,0,,head_j_chew_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_graves_v2_sas_ct_assault_mp,head,76,78,0,,head_graves_v2_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_graves_v2_sas_woodland_assault_mp,head,76,78,0,,head_graves_v2_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_graves_v2_spetsnaz_woodland_assault_mp,head,76,78,0,,head_graves_v2_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_graves_v2_spetsnaz_woodland_assault_mp,head,76,78,0,,head_graves_v2_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_graves_v2_usmc_desert_assault_mp,head,76,78,0,,head_graves_v2_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_graves_v2_arab_desert_assault_mp,head,76,78,0,,head_graves_v2_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_graves_v2_arab_desert_lmg_mp,head,76,78,0,,head_graves_v2_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_graves_v2_arab_desert_shotgun_mp,head,76,78,0,,head_graves_v2_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_graves_v2_arab_desert_smg_mp,head,76,78,0,,head_graves_v2_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_graves_v2_arab_desert_sniper_mp,head,76,78,0,,head_graves_v2_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_graves_v2_sas_ct_lmg_mp,head,76,78,0,,head_graves_v2_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_graves_v2_sas_ct_shotgun_mp,head,76,78,0,,head_graves_v2_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_graves_v2_sas_ct_smg_mp,head,76,78,0,,head_graves_v2_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_graves_v2_sas_ct_sniper_mp,head,76,78,0,,head_graves_v2_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_graves_v2_sas_woodland_lmg_mp,head,76,78,0,,head_graves_v2_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_graves_v2_sas_woodland_shotgun_mp,head,76,78,0,,head_graves_v2_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_graves_v2_sas_woodland_smg_mp,head,76,78,0,,head_graves_v2_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_graves_v2_sas_woodland_sniper_mp,head,76,78,0,,head_graves_v2_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_graves_v2_spetsnaz_urban_sniper_mp,head,76,78,0,,head_graves_v2_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_graves_v2_spetsnaz_woodland_lmg_mp,head,76,78,0,,head_graves_v2_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_graves_v2_spetsnaz_woodland_lmg_mp,head,76,78,0,,head_graves_v2_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_graves_v2_spetsnaz_woodland_shotgun_mp,head,76,78,0,,head_graves_v2_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
head_graves_v2_spetsnaz_woodland_shotgun_mp,head,76,78,0,,head_graves_v2_spetsnaz_woodland_shotgun_lobby,,,,urban,!ally,shotgun,,,,,,,,Gold,
head_graves_v2_spetsnaz_woodland_smg_mp,head,76,78,0,,head_graves_v2_spetsnaz_woodland_smg_lobby,,,,woodland,!ally,smg,,,,,,,,Gold,
head_graves_v2_spetsnaz_woodland_smg_mp,head,76,78,0,,head_graves_v2_spetsnaz_woodland_smg_lobby,,,,urban,!ally,smg,,,,,,,,Gold,
head_graves_v2_spetsnaz_woodland_sniper_mp,head,76,78,0,,head_graves_v2_spetsnaz_woodland_sniper_lobby,,,,woodland,!ally,sniper,,,,,,,,Gold,
head_graves_v2_usmc_desert_lmg_mp,head,76,78,0,,head_graves_v2_usmc_desert_lmg_lobby,,,,desert,ally,lmg,,,,,,,,Gold,
head_graves_v2_usmc_desert_shotgun_mp,head,76,78,0,,head_graves_v2_usmc_desert_shotgun_lobby,,,,desert,ally,shotgun,,,,,,,,Gold,
head_graves_v2_usmc_desert_smg_mp,head,76,78,0,,head_graves_v2_usmc_desert_smg_lobby,,,,desert,ally,smg,,,,,,,,Gold,
head_graves_v2_usmc_desert_sniper_mp,head,76,78,0,,head_graves_v2_usmc_desert_sniper_lobby,,,,desert,ally,sniper,,,,,,,,Gold,
head_h_alexander_sas_ct_assault_mp,head,77,79,0,,head_h_alexander_sas_ct_assault_lobby,,,,urban,ally,assault,,,,,,,,Gold,
head_h_alexander_sas_woodland_assault_mp,head,77,79,0,,head_h_alexander_sas_woodland_assault_lobby,,,,woodland,ally,assault,,,,,,,,Gold,
head_h_alexander_spetsnaz_woodland_assault_mp,head,77,79,0,,head_h_alexander_spetsnaz_woodland_assault_lobby,,,,woodland,!ally,assault,,,,,,,,Gold,
head_h_alexander_spetsnaz_woodland_assault_mp,head,77,79,0,,head_h_alexander_spetsnaz_woodland_assault_lobby,,,,urban,!ally,assault,,,,,,,,Gold,
head_h_alexander_usmc_desert_assault_mp,head,77,79,0,,head_h_alexander_usmc_desert_assault_lobby,,,,desert,ally,assault,,,,,,,,Gold,
head_h_alexander_arab_desert_assault_mp,head,77,79,0,,head_h_alexander_arab_desert_assault_lobby,,,,desert,!ally,assault,,,,,,,,Gold,
head_h_alexander_arab_desert_lmg_mp,head,77,79,0,,head_h_alexander_arab_desert_lmg_lobby,,,,desert,!ally,lmg,,,,,,,,Gold,
head_h_alexander_arab_desert_shotgun_mp,head,77,79,0,,head_h_alexander_arab_desert_shotgun_lobby,,,,desert,!ally,shotgun,,,,,,,,Gold,
head_h_alexander_arab_desert_smg_mp,head,77,79,0,,head_h_alexander_arab_desert_smg_lobby,,,,desert,!ally,smg,,,,,,,,Gold,
head_h_alexander_arab_desert_sniper_mp,head,77,79,0,,head_h_alexander_arab_desert_sniper_lobby,,,,desert,!ally,sniper,,,,,,,,Gold,
head_h_alexander_sas_ct_lmg_mp,head,77,79,0,,head_h_alexander_sas_ct_lmg_lobby,,,,urban,ally,lmg,,,,,,,,Gold,
head_h_alexander_sas_ct_shotgun_mp,head,77,79,0,,head_h_alexander_sas_ct_shotgun_lobby,,,,urban,ally,shotgun,,,,,,,,Gold,
head_h_alexander_sas_ct_smg_mp,head,77,79,0,,head_h_alexander_sas_ct_smg_lobby,,,,urban,ally,smg,,,,,,,,Gold,
head_h_alexander_sas_ct_sniper_mp,head,77,79,0,,head_h_alexander_sas_ct_sniper_lobby,,,,urban,ally,sniper,,,,,,,,Gold,
head_h_alexander_sas_woodland_lmg_mp,head,77,79,0,,head_h_alexander_sas_woodland_lmg_lobby,,,,woodland,ally,lmg,,,,,,,,Gold,
head_h_alexander_sas_woodland_shotgun_mp,head,77,79,0,,head_h_alexander_sas_woodland_shotgun_lobby,,,,woodland,ally,shotgun,,,,,,,,Gold,
head_h_alexander_sas_woodland_smg_mp,head,77,79,0,,head_h_alexander_sas_woodland_smg_lobby,,,,woodland,ally,smg,,,,,,,,Gold,
head_h_alexander_sas_woodland_sniper_mp,head,77,79,0,,head_h_alexander_sas_woodland_sniper_lobby,,,,woodland,ally,sniper,,,,,,,,Gold,
head_h_alexander_spetsnaz_urban_sniper_mp,head,77,79,0,,head_h_alexander_spetsnaz_urban_sniper_lobby,,,,urban,!ally,sniper,,,,,,,,Gold,
head_h_alexander_spetsnaz_woodland_lmg_mp,head,77,79,0,,head_h_alexander_spetsnaz_woodland_lmg_lobby,,,,woodland,!ally,lmg,,,,,,,,Gold,
head_h_alexander_spetsnaz_woodland_lmg_mp,head,77,79,0,,head_h_alexander_spetsnaz_woodland_lmg_lobby,,,,urban,!ally,lmg,,,,,,,,Gold,
head_h_alexander_spetsnaz_woodland_shotgun_mp,head,77,79,0,,head_h_alexander_spetsnaz_woodland_shotgun_lobby,,,,woodland,!ally,shotgun,,,,,,,,Gold,
